Date_Ajout,Date_Sortie,Titre,Artiste,Genre,Difficulté,preview_url,artwork_url
2026-01-12,1962-11-21,Tous les garçons et les filles,Françoise Hardy,1,Moyen,./fichiers_audio/142_Tous_les_garçons_et_les_filles_Françoise_Hardy.m4a,./pochettes/142_Tous_les_garçons_et_les_filles_Françoise_Hardy.jpg
2026-01-12,2000-11-08,Seul,Garou,1,Moyen,./fichiers_audio/143_Seul_Garou.m4a,./pochettes/143_Seul_Garou.jpg
2026-01-12,1984-07-24,Careless Whisper,George Michael,1,Moyen,./fichiers_audio/144_Careless_Whisper_George_Michael.m4a,./pochettes/144_Careless_Whisper_George_Michael.jpg
2026-01-12,1987-10-30,Faith,George Michael,1,Moyen,./fichiers_audio/145_Faith_George_Michael.m4a,./pochettes/145_Faith_George_Michael.jpg
2026-01-12,1964-11-15,Les Copains d'abord,Georges Brassens,1,Facile,./fichiers_audio/146_Les_Copains_dabord_Georges_Brassens.m4a,./pochettes/146_Les_Copains_dabord_Georges_Brassens.jpg
2026-01-12,1961-06-01,Et maintenant,Gilbert Bécaud,1,Difficile,./fichiers_audio/147_Et_maintenant_Gilbert_Bécaud.m4a,./pochettes/147_Et_maintenant_Gilbert_Bécaud.jpg
2026-01-12,1978-10-15,I Will Survive,Gloria Gaynor,5,Moyen,./fichiers_audio/148_I_Will_Survive_Gloria_Gaynor.m4a,./pochettes/148_I_Will_Survive_Gloria_Gaynor.jpg
2026-01-12,2006-03-13,Crazy,Gnarls Barkley,5,Difficile,./fichiers_audio/149_Crazy_Gnarls_Barkley.m4a,./pochettes/149_Crazy_Gnarls_Barkley.jpg
2026-01-12,2001-03-05,Clint Eastwood,Gorillaz,2,Moyen,./fichiers_audio/150_Clint_Eastwood_Gorillaz.m4a,./pochettes/150_Clint_Eastwood_Gorillaz.jpg
2026-01-12,2005-05-09,Feel Good Inc.,Gorillaz,2,Facile,./fichiers_audio/151_Feel_Good_Inc_Gorillaz.m4a,./pochettes/151_Feel_Good_Inc_Gorillaz.jpg
2026-01-12,1994-08-01,Basket Case,Green Day,2,Facile,./fichiers_audio/152_Basket_Case_Green_Day.m4a,./pochettes/152_Basket_Case_Green_Day.jpg
2026-01-12,2004-09-21,American Idiot,Green Day,2,Facile,./fichiers_audio/153_American_Idiot_Green_Day.m4a,./pochettes/153_American_Idiot_Green_Day.jpg
2026-01-12,2008-06-30,Toi + Moi,Grégoire,1,Facile,./fichiers_audio/154_Toi__Moi_Grégoire.m4a,./pochettes/154_Toi__Moi_Grégoire.jpg
2026-01-12,1988-06-03,Sweet Child O' Mine,Guns N' Roses,2,Facile,./fichiers_audio/155_Sweet_Child_O_Mine_Guns_N_Roses.m4a,./pochettes/155_Sweet_Child_O_Mine_Guns_N_Roses.jpg
2026-01-12,1993-01-18,What Is Love,Haddaway,4,Moyen,./fichiers_audio/156_What_Is_Love_Haddaway.m4a,./pochettes/156_What_Is_Love_Haddaway.jpg
2026-01-12,2019-11-16,Watermelon Sugar,Harry Styles,1,Facile,./fichiers_audio/157_Watermelon_Sugar_Harry_Styles.m4a,./pochettes/157_Watermelon_Sugar_Harry_Styles.jpg
2026-01-12,2022-03-31,As It Was,Harry Styles,1,Facile,./fichiers_audio/158_As_It_Was_Harry_Styles.m4a,./pochettes/158_As_It_Was_Harry_Styles.jpg
2026-01-12,2009-03-16,Ça m'énerve,Helmut Fritz,4,Facile,./fichiers_audio/159_Ça_ménerve_Helmut_Fritz.m4a,./pochettes/159_Ça_ménerve_Helmut_Fritz.jpg
2026-01-12,1981-04-06,Pour le plaisir,Herbert Léonard,1,Facile,./fichiers_audio/160_Pour_le_plaisir_Herbert_Léonard.m4a,./pochettes/160_Pour_le_plaisir_Herbert_Léonard.jpg
2026-01-12,1965-06-15,Capri c'est fini,Hervé Vilard,1,Moyen,./fichiers_audio/161_Capri_cest_fini_Hervé_Vilard.m4a,./pochettes/161_Capri_cest_fini_Hervé_Vilard.jpg
2026-01-12,2013-09-13,Take Me to Church,Hozier,2,Moyen,./fichiers_audio/162_Take_Me_to_Church_Hozier.m4a,./pochettes/162_Take_Me_to_Church_Hozier.jpg
2026-01-12,1961-12-02,Santiano,Hugues Aufray,1,Difficile,./fichiers_audio/163_Santiano_Hugues_Aufray.m4a,./pochettes/163_Santiano_Hugues_Aufray.jpg
2026-01-12,1994-02-15,Je danse le mia,IAM,3,Facile,./fichiers_audio/164_Je_danse_le_mia_IAM.m4a,./pochettes/164_Je_danse_le_mia_IAM.jpg
2026-01-12,2012-05-09,I Love It,Icona Pop,4,Moyen,./fichiers_audio/165_I_Love_It_Icona_Pop.m4a,./pochettes/165_I_Love_It_Icona_Pop.jpg
2026-01-12,1966-05-28,River Deep - Mountain High,Ike & Tina Turner,5,Moyen,./fichiers_audio/166_River_Deep_-_Mountain_High_Ike__Tina_Turner.m4a,./pochettes/166_River_Deep_-_Mountain_High_Ike__Tina_Turner.jpg
2026-01-12,2005-02-27,Un Monde parfait,Ilona Mitrecey,1,Facile,./fichiers_audio/167_Un_Monde_parfait_Ilona_Mitrecey.m4a,./pochettes/167_Un_Monde_parfait_Ilona_Mitrecey.jpg
2026-01-12,1986-06-15,Les Démons de minuit,Images,1,Facile,./fichiers_audio/168_Les_Démons_de_minuit_Images.m4a,./pochettes/168_Les_Démons_de_minuit_Images.jpg
2026-01-12,2017-02-01,Believer,Imagine Dragons,2,Facile,./fichiers_audio/169_Believer_Imagine_Dragons.m4a,./pochettes/169_Believer_Imagine_Dragons.jpg
2026-01-12,2013-11-13,Dernière Danse,Indila,1,Difficile,./fichiers_audio/170_Dernière_Danse_Indila.m4a,./pochettes/170_Dernière_Danse_Indila.jpg
2026-01-12,1982-11-15,L'Aventurier,Indochine,2,Facile,./fichiers_audio/171_LAventurier_Indochine.m4a,./pochettes/171_LAventurier_Indochine.jpg
2026-01-12,2002-04-08,J'ai demandé à la lune,Indochine,2,Facile,./fichiers_audio/172_Jai_demandé_à_la_lune_Indochine.m4a,./pochettes/172_Jai_demandé_à_la_lune_Indochine.jpg
2026-01-12,1964-10-17,Amsterdam,Jacques Brel,1,Facile,./fichiers_audio/173_Amsterdam_Jacques_Brel.m4a,./pochettes/173_Amsterdam_Jacques_Brel.jpg
2026-01-12,1968-03-15,"Il est cinq heures,  Paris s'éveille",Jacques Dutronc,2,Facile,./fichiers_audio/174_Il_est_cinq_heures__Paris_séveille_Jacques_Dutronc.m4a,./pochettes/174_Il_est_cinq_heures__Paris_séveille_Jacques_Dutronc.jpg
2026-01-12,2005-05-30,You're Beautiful,James Blunt,1,Moyen,./fichiers_audio/175_Youre_Beautiful_James_Blunt.m4a,./pochettes/175_Youre_Beautiful_James_Blunt.jpg
2026-01-12,1965-10-12,I Got You (I Feel Good),James Brown,5,Difficile,./fichiers_audio/176_I_Got_You_I_Feel_Good_James_Brown.m4a,./pochettes/176_I_Got_You_I_Feel_Good_James_Brown.jpg
2026-01-12,2020-06-10,Savage Love,Jawsh 685 & Jason Derulo,1,Moyen,./fichiers_audio/177_Savage_Love_Jawsh_685__Jason_Derulo.m4a,./pochettes/177_Savage_Love_Jawsh_685__Jason_Derulo.jpg
2026-01-12,1983-06-19,Au bout de mes rêves,Jean-Jacques Goldman,1,Facile,./fichiers_audio/178_Au_bout_de_mes_rêves_Jean-Jacques_Goldman.m4a,./pochettes/178_Au_bout_de_mes_rêves_Jean-Jacques_Goldman.jpg
2026-01-12,1985-10-13,Je te donne,Jean-Jacques Goldman,1,Facile,./fichiers_audio/179_Je_te_donne_Jean-Jacques_Goldman.m4a,./pochettes/179_Je_te_donne_Jean-Jacques_Goldman.jpg
2026-01-12,1982-06-29,Femme que j'aime,Jean-Luc Lahaye,1,Moyen,./fichiers_audio/180_Femme_que_jaime_Jean-Luc_Lahaye.m4a,./pochettes/180_Femme_que_jaime_Jean-Luc_Lahaye.jpg
2026-01-12,1984-02-02,Toute première fois,Jeanne Mas,1,Moyen,./fichiers_audio/181_Toute_première_fois_Jeanne_Mas.m4a,./pochettes/181_Toute_première_fois_Jeanne_Mas.jpg
2026-01-12,1967-03-17,Purple Haze,Jimi Hendrix,2,Moyen,./fichiers_audio/182_Purple_Haze_Jimi_Hendrix.m4a,./pochettes/182_Purple_Haze_Jimi_Hendrix.jpg
2026-01-12,1968-11-22,All Along the Watchtower,Jimi Hendrix,2,Moyen,./fichiers_audio/183_All_Along_the_Watchtower_Jimi_Hendrix.m4a,./pochettes/183_All_Along_the_Watchtower_Jimi_Hendrix.jpg
2026-01-12,1969-08-15,Les Champs-Élysées,Joe Dassin,1,Facile,./fichiers_audio/184_Les_Champs-Élysées_Joe_Dassin.m4a,./pochettes/184_Les_Champs-Élysées_Joe_Dassin.jpg
2026-01-12,1975-06-06,L'Été indien,Joe Dassin,1,Facile,./fichiers_audio/185_LÉté_indien_Joe_Dassin.m4a,./pochettes/185_LÉté_indien_Joe_Dassin.jpg
2026-01-12,1971-10-11,Imagine,John Lennon,1,Moyen,./fichiers_audio/186_Imagine_John_Lennon.m4a,./pochettes/186_Imagine_John_Lennon.jpg
2026-01-12,1963-04-19,Ring of Fire,Johnny Cash,1,Moyen,./fichiers_audio/187_Ring_of_Fire_Johnny_Cash.m4a,./pochettes/187_Ring_of_Fire_Johnny_Cash.jpg
2026-01-12,1969-06-23,Que je t'aime,Johnny Hallyday,2,Facile,./fichiers_audio/188_Que_je_taime_Johnny_Hallyday.m4a,./pochettes/188_Que_je_taime_Johnny_Hallyday.jpg
2026-01-12,1976-09-03,Gabrielle,Johnny Hallyday,2,Facile,./fichiers_audio/189_Gabrielle_Johnny_Hallyday.m4a,./pochettes/189_Gabrielle_Johnny_Hallyday.jpg
2026-01-12,1998-06-16,Allumer le feu,Johnny Hallyday,2,Facile,./fichiers_audio/190_Allumer_le_feu_Johnny_Hallyday.m4a,./pochettes/190_Allumer_le_feu_Johnny_Hallyday.jpg
2026-01-12,2002-10-21,Marie,Johnny Hallyday,2,Difficile,./fichiers_audio/191_Marie_Johnny_Hallyday.m4a,./pochettes/191_Marie_Johnny_Hallyday.jpg
2026-01-12,1973-06-20,J'ai un problème,Johnny Hallyday & Sylvie Vartan,1,Facile,./fichiers_audio/192_Jai_un_problème_Johnny_Hallyday__Sylvie_Vartan.m4a,./pochettes/192_Jai_un_problème_Johnny_Hallyday__Sylvie_Vartan.jpg
2026-01-12,1992-09-07,Dur dur d'être bébé !,Jordy,4,Moyen,./fichiers_audio/193_Dur_dur_dêtre_bébé_Jordy.m4a,./pochettes/193_Dur_dur_dêtre_bébé_Jordy.jpg
2026-01-12,1981-10-19,Don't Stop Believin',Journey,2,Facile,./fichiers_audio/194_Dont_Stop_Believin_Journey.m4a,./pochettes/194_Dont_Stop_Believin_Journey.jpg
2026-01-21,2020-08-15,Bande organisée,13 Organisé,3,Facile,./fichiers_audio/195_Bande_organisée_13_Organisé.m4a,./pochettes/195_Bande_organisée_13_Organisé.jpg
2026-01-12,1990-01-11,Fais-moi une place,Julien Clerc,1,Facile,./fichiers_audio/196_Fais-moi_une_place_Julien_Clerc.m4a,./pochettes/196_Fais-moi_une_place_Julien_Clerc.jpg
2026-01-12,2010-01-18,Baby,Justin Bieber,1,Facile,./fichiers_audio/197_Baby_Justin_Bieber.m4a,./pochettes/197_Baby_Justin_Bieber.jpg
2026-01-12,2006-07-18,SexyBack,Justin Timberlake,3,Facile,./fichiers_audio/198_SexyBack_Justin_Timberlake.m4a,./pochettes/198_SexyBack_Justin_Timberlake.jpg
2026-01-12,2016-05-06,Can't Stop the Feeling!,Justin Timberlake,1,Facile,./fichiers_audio/199_Cant_Stop_the_Feeling_Justin_Timberlake.m4a,./pochettes/199_Cant_Stop_the_Feeling_Justin_Timberlake.jpg
2026-01-12,2004-05-08,Femme Like U,K-Maro,3,Moyen,./fichiers_audio/200_Femme_Like_U_K-Maro.m4a,./pochettes/200_Femme_Like_U_K-Maro.jpg
2026-01-12,2005-07-05,Gold Digger,Kanye West,3,Difficile,./fichiers_audio/201_Gold_Digger_Kanye_West.m4a,./pochettes/201_Gold_Digger_Kanye_West.jpg
2026-01-12,2007-07-31,Stronger,Kanye West,3,Facile,./fichiers_audio/202_Stronger_Kanye_West.m4a,./pochettes/202_Stronger_Kanye_West.jpg
2026-01-12,2008-04-28,I Kissed a Girl,Katy Perry,1,Facile,./fichiers_audio/203_I_Kissed_a_Girl_Katy_Perry.m4a,./pochettes/203_I_Kissed_a_Girl_Katy_Perry.jpg
2026-01-12,2010-08-24,Firework,Katy Perry,1,Facile,./fichiers_audio/204_Firework_Katy_Perry.m4a,./pochettes/204_Firework_Katy_Perry.jpg
2026-01-12,2011-04-11,J'aimerais trop,Keen'V,1,Facile,./fichiers_audio/205_Jaimerais_trop_KeenV.m4a,./pochettes/205_Jaimerais_trop_KeenV.jpg
2026-01-12,2015-03-18,Conmigo,Kendji Girac,1,Facile,./fichiers_audio/206_Conmigo_Kendji_Girac.m4a,./pochettes/206_Conmigo_Kendji_Girac.jpg
2026-01-12,2015-08-18,Andalouse,Kendji Girac,1,Facile,./fichiers_audio/207_Andalouse_Kendji_Girac.m4a,./pochettes/207_Andalouse_Kendji_Girac.jpg
2026-01-12,1984-01-11,Footloose,Kenny Loggins,1,Moyen,./fichiers_audio/208_Footloose_Kenny_Loggins.m4a,./pochettes/208_Footloose_Kenny_Loggins.jpg
2026-01-12,2009-08-07,Tik Tok,Kesha,1,Moyen,./fichiers_audio/209_Tik_Tok_Kesha.m4a,./pochettes/209_Tik_Tok_Kesha.jpg
2026-01-12,1996-11-08,Aïcha,Khaled,5,Difficile,./fichiers_audio/210_Aïcha_Khaled.m4a,./pochettes/210_Aïcha_Khaled.jpg
2026-01-12,1981-03-10,Bette Davis Eyes,Kim Carnes,1,Moyen,./fichiers_audio/211_Bette_Davis_Eyes_Kim_Carnes.m4a,./pochettes/211_Bette_Davis_Eyes_Kim_Carnes.jpg
2026-01-12,2008-08-11,Sex on Fire,Kings of Leon,2,Difficile,./fichiers_audio/212_Sex_on_Fire_Kings_of_Leon.m4a,./pochettes/212_Sex_on_Fire_Kings_of_Leon.jpg
2026-01-12,1980-09-29,Celebration,Kool & The Gang,5,Moyen,./fichiers_audio/213_Celebration_Kool__The_Gang.m4a,./pochettes/213_Celebration_Kool__The_Gang.jpg
2026-01-12,2007-06-26,Garçon,Koxie,1,Facile,./fichiers_audio/214_Garçon_Koxie.m4a,./pochettes/214_Garçon_Koxie.jpg
2026-01-12,1992-02-06,Jump,Kris Kross,3,Moyen,./fichiers_audio/215_Jump_Kris_Kross.m4a,./pochettes/215_Jump_Kris_Kross.jpg
2026-01-12,2001-09-08,Can't Get You Out of My Head,Kylie Minogue,4,Moyen,./fichiers_audio/216_Cant_Get_You_Out_of_My_Head_Kylie_Minogue.m4a,./pochettes/216_Cant_Get_You_Out_of_My_Head_Kylie_Minogue.jpg
2026-01-12,2008-09-23,Poker Face,Lady Gaga,4,Facile,./fichiers_audio/217_Poker_Face_Lady_Gaga.m4a,./pochettes/217_Poker_Face_Lady_Gaga.jpg
2026-01-12,2009-10-19,Bad Romance,Lady Gaga,4,Facile,./fichiers_audio/218_Bad_Romance_Lady_Gaga.m4a,./pochettes/218_Bad_Romance_Lady_Gaga.jpg
2026-01-12,2024-10-25,Disease,Lady Gaga,1,Facile,./fichiers_audio/219_Disease_Lady_Gaga.m4a,./pochettes/219_Disease_Lady_Gaga.jpg
2026-01-12,2018-09-27,Shallow,Lady Gaga & Bradley Cooper,1,Facile,./fichiers_audio/220_Shallow_Lady_Gaga__Bradley_Cooper.m4a,./pochettes/220_Shallow_Lady_Gaga__Bradley_Cooper.jpg
2026-01-12,2011-10-07,Video Games,Lana Del Rey,1,Facile,./fichiers_audio/221_Video_Games_Lana_Del_Rey.m4a,./pochettes/221_Video_Games_Lana_Del_Rey.jpg
2026-01-12,1997-06-03,Tout,Lara Fabian,1,Moyen,./fichiers_audio/222_Tout_Lara_Fabian.m4a,./pochettes/222_Tout_Lara_Fabian.jpg
2026-01-12,2017-02-17,Chocolat,Lartiste,3,Facile,./fichiers_audio/223_Chocolat_Lartiste.m4a,./pochettes/223_Chocolat_Lartiste.jpg
2026-01-12,1998-10-20,Tu m'oublieras,Larusso,1,Facile,./fichiers_audio/224_Tu_moublieras_Larusso.m4a,./pochettes/224_Tu_moublieras_Larusso.jpg
2026-01-12,2002-06-10,The Ketchup Song (Aserejé),Las Ketchup,5,Moyen,./fichiers_audio/225_The_Ketchup_Song_Aserejé_Las_Ketchup.m4a,./pochettes/225_The_Ketchup_Song_Aserejé_Las_Ketchup.jpg
2026-01-12,1971-11-08,Stairway to Heaven,Led Zeppelin,2,Moyen,./fichiers_audio/226_Stairway_to_Heaven_Led_Zeppelin.m4a,./pochettes/226_Stairway_to_Heaven_Led_Zeppelin.jpg
2026-01-12,2007-09-16,Bleeding Love,Leona Lewis,1,Facile,./fichiers_audio/227_Bleeding_Love_Leona_Lewis.m4a,./pochettes/227_Bleeding_Love_Leona_Lewis.jpg
2026-01-12,1985-11-03,Nuit sauvage,Les Avions,1,Moyen,./fichiers_audio/228_Nuit_sauvage_Les_Avions.m4a,./pochettes/228_Nuit_sauvage_Les_Avions.jpg
2026-01-12,2018-12-03,Old Town Road,Lil Nas X,3,Moyen,./fichiers_audio/229_Old_Town_Road_Lil_Nas_X.m4a,./pochettes/229_Old_Town_Road_Lil_Nas_X.jpg
2026-01-12,2021-03-26,Montero (Call Me by Your Name),Lil Nas X,3,Moyen,./fichiers_audio/230_Montero_Call_Me_by_Your_Name_Lil_Nas_X.m4a,./pochettes/230_Montero_Call_Me_by_Your_Name_Lil_Nas_X.jpg
2026-01-12,2014-06-06,Prayer in C,Lilly Wood and the Prick,4,Facile,./fichiers_audio/231_Prayer_in_C_Lilly_Wood_and_the_Prick.m4a,./pochettes/231_Prayer_in_C_Lilly_Wood_and_the_Prick.jpg
2026-01-12,2000-10-24,In the End,Linkin Park,2,Facile,./fichiers_audio/232_In_the_End_Linkin_Park.m4a,./pochettes/232_In_the_End_Linkin_Park.jpg
2026-01-12,1980-04-22,Amoureux solitaires,Lio,1,Moyen,./fichiers_audio/233_Amoureux_solitaires_Lio.m4a,./pochettes/233_Amoureux_solitaires_Lio.jpg
2026-01-12,2022-04-14,About Damn Time,Lizzo,1,Moyen,./fichiers_audio/234_About_Damn_Time_Lizzo.m4a,./pochettes/234_About_Damn_Time_Lizzo.jpg
2026-01-12,2011-01-25,Party Rock Anthem,LMFAO,4,Moyen,./fichiers_audio/235_Party_Rock_Anthem_LMFAO.m4a,./pochettes/235_Party_Rock_Anthem_LMFAO.jpg
2026-01-12,2013-06-03,Royals,Lorde,1,Facile,./fichiers_audio/236_Royals_Lorde.m4a,./pochettes/236_Royals_Lorde.jpg
2026-01-12,1993-08-15,Macarena,Los Del Rio,5,Moyen,./fichiers_audio/237_Macarena_Los_Del_Rio.m4a,./pochettes/237_Macarena_Los_Del_Rio.jpg
2026-01-12,1987-06-20,La Bamba,Los Lobos,2,Moyen,./fichiers_audio/238_La_Bamba_Los_Lobos.m4a,./pochettes/238_La_Bamba_Los_Lobos.jpg
2026-01-12,1999-04-19,Mambo No. 5,Lou Bega,1,Moyen,./fichiers_audio/239_Mambo_No_5_Lou_Bega.m4a,./pochettes/239_Mambo_No_5_Lou_Bega.jpg
2026-01-12,1972-11-24,Walk on the Wild Side,Lou Reed,2,Difficile,./fichiers_audio/240_Walk_on_the_Wild_Side_Lou_Reed.m4a,./pochettes/240_Walk_on_the_Wild_Side_Lou_Reed.jpg
2026-01-12,2023-10-07,Secret,Louane,1,Facile,./fichiers_audio/241_Secret_Louane.m4a,./pochettes/241_Secret_Louane.jpg
2026-01-12,1967-08-16,What a Wonderful World,Louis Armstrong,5,Moyen,./fichiers_audio/242_What_a_Wonderful_World_Louis_Armstrong.m4a,./pochettes/242_What_a_Wonderful_World_Louis_Armstrong.jpg
2026-01-12,2017-01-12,Despacito,Luis Fonsi ft. Daddy Yankee,5,Moyen,./fichiers_audio/243_Despacito_Luis_Fonsi_ft_Daddy_Yankee.m4a,./pochettes/243_Despacito_Luis_Fonsi_ft_Daddy_Yankee.jpg
2026-01-12,1974-06-24,Sweet Home Alabama,Lynyrd Skynyrd,2,Moyen,./fichiers_audio/244_Sweet_Home_Alabama_Lynyrd_Skynyrd.m4a,./pochettes/244_Sweet_Home_Alabama_Lynyrd_Skynyrd.jpg
2026-01-12,2010-08-20,À nos actes manqués,M. Pokora,1,Moyen,./fichiers_audio/245_À_nos_actes_manqués_M_Pokora.m4a,./pochettes/245_À_nos_actes_manqués_M_Pokora.jpg
2026-01-12,2016-08-26,Cette année-là,M. Pokora,1,Moyen,./fichiers_audio/246_Cette_année-là_M_Pokora.m4a,./pochettes/246_Cette_année-là_M_Pokora.jpg
2026-01-12,2012-08-27,Thrift Shop,Macklemore & Ryan Lewis,3,Facile,./fichiers_audio/247_Thrift_Shop_Macklemore__Ryan_Lewis.m4a,./pochettes/247_Thrift_Shop_Macklemore__Ryan_Lewis.jpg
2026-01-12,1985-01-23,Material Girl,Madonna,1,Facile,./fichiers_audio/248_Material_Girl_Madonna.m4a,./pochettes/248_Material_Girl_Madonna.jpg
2026-01-12,1989-03-03,Like a Prayer,Madonna,1,Facile,./fichiers_audio/249_Like_a_Prayer_Madonna.m4a,./pochettes/249_Like_a_Prayer_Madonna.jpg
2026-01-12,1990-03-20,Vogue,Madonna,1,Facile,./fichiers_audio/250_Vogue_Madonna.m4a,./pochettes/250_Vogue_Madonna.jpg
2026-01-12,2005-10-17,Hung Up,Madonna,4,Facile,./fichiers_audio/251_Hung_Up_Madonna.m4a,./pochettes/251_Hung_Up_Madonna.jpg
2026-01-12,2013-05-06,Bella,Maître Gims,3,Facile,./fichiers_audio/252_Bella_Maître_Gims.m4a,./pochettes/252_Bella_Maître_Gims.jpg
2026-01-12,2013-03-15,J'me tire,Maître Gims,3,Facile,./fichiers_audio/253_Jme_tire_Maître_Gims.m4a,./pochettes/253_Jme_tire_Maître_Gims.jpg
2026-01-12,2015-08-28,Sapés comme jamais,Maître Gims,3,Facile,./fichiers_audio/254_Sapés_comme_jamais_Maître_Gims.m4a,./pochettes/254_Sapés_comme_jamais_Maître_Gims.jpg
2026-01-12,2018-03-09,La Même,Maître Gims & Vianney,1,Facile,./fichiers_audio/255_La_Même_Maître_Gims__Vianney.m4a,./pochettes/255_La_Même_Maître_Gims__Vianney.jpg
2026-01-12,2015-03-02,Lean On,Major Lazer,4,Facile,./fichiers_audio/256_Lean_On_Major_Lazer.m4a,./pochettes/256_Lean_On_Major_Lazer.jpg
2026-01-12,1998-05-09,La Tribu de Dana,Manau,3,Facile,./fichiers_audio/257_La_Tribu_de_Dana_Manau.m4a,./pochettes/257_La_Tribu_de_Dana_Manau.jpg
2026-01-12,1977-03-04,L'Oiseau et l'Enfant,Marie Myriam,1,Moyen,./fichiers_audio/258_LOiseau_et_lEnfant_Marie_Myriam.m4a,./pochettes/258_LOiseau_et_lEnfant_Marie_Myriam.jpg
2026-01-12,2014-11-10,Uptown Funk,Mark Ronson ft. Bruno Mars,5,Moyen,./fichiers_audio/259_Uptown_Funk_Mark_Ronson_ft_Bruno_Mars.m4a,./pochettes/259_Uptown_Funk_Mark_Ronson_ft_Bruno_Mars.jpg
2026-01-12,2011-06-22,Moves Like Jagger,Maroon 5,2,Facile,./fichiers_audio/260_Moves_Like_Jagger_Maroon_5.m4a,./pochettes/260_Moves_Like_Jagger_Maroon_5.jpg
2026-01-12,2018-05-30,Girls Like You,Maroon 5,1,Facile,./fichiers_audio/261_Girls_Like_You_Maroon_5.m4a,./pochettes/261_Girls_Like_You_Maroon_5.jpg
2026-01-12,1971-05-21,What's Going On,Marvin Gaye,5,Facile,./fichiers_audio/262_Whats_Going_On_Marvin_Gaye.m4a,./pochettes/262_Whats_Going_On_Marvin_Gaye.jpg
2026-01-12,2019-11-29,Jerusalema,Master KG,5,Moyen,./fichiers_audio/263_Jerusalema_Master_KG.m4a,./pochettes/263_Jerusalema_Master_KG.jpg
2026-01-12,1972-07-07,San Francisco,Maxime Le Forestier,1,Moyen,./fichiers_audio/264_San_Francisco_Maxime_Le_Forestier.m4a,./pochettes/264_San_Francisco_Maxime_Le_Forestier.jpg
2026-01-12,1990-01-13,U Can't Touch This,MC Hammer,3,Moyen,./fichiers_audio/265_U_Cant_Touch_This_MC_Hammer.m4a,./pochettes/265_U_Cant_Touch_This_MC_Hammer.jpg
2026-01-12,2014-06-30,All About That Bass,Meghan Trainor,1,Facile,./fichiers_audio/266_All_About_That_Bass_Meghan_Trainor.m4a,./pochettes/266_All_About_That_Bass_Meghan_Trainor.jpg
2026-01-12,1991-07-29,Enter Sandman,Metallica,2,Facile,./fichiers_audio/267_Enter_Sandman_Metallica.m4a,./pochettes/267_Enter_Sandman_Metallica.jpg
2026-01-12,1983-01-02,Billie Jean,Michael Jackson,1,Facile,./fichiers_audio/268_Billie_Jean_Michael_Jackson.m4a,./pochettes/268_Billie_Jean_Michael_Jackson.jpg
2026-01-12,1983-02-14,Beat It,Michael Jackson,1,Facile,./fichiers_audio/269_Beat_It_Michael_Jackson.m4a,./pochettes/269_Beat_It_Michael_Jackson.jpg
2026-01-12,1988-10-05,Smooth Criminal,Michael Jackson,1,Facile,./fichiers_audio/270_Smooth_Criminal_Michael_Jackson.m4a,./pochettes/270_Smooth_Criminal_Michael_Jackson.jpg
2026-01-12,1991-11-11,Black or White,Michael Jackson,1,Facile,./fichiers_audio/271_Black_or_White_Michael_Jackson.m4a,./pochettes/271_Black_or_White_Michael_Jackson.jpg
2026-01-12,1971-05-19,Pour un flirt,Michel Delpech,1,Moyen,./fichiers_audio/272_Pour_un_flirt_Michel_Delpech.m4a,./pochettes/272_Pour_un_flirt_Michel_Delpech.jpg
2026-01-12,1972-06-15,Une belle histoire,Michel Fugain,1,Moyen,./fichiers_audio/273_Une_belle_histoire_Michel_Fugain.m4a,./pochettes/273_Une_belle_histoire_Michel_Fugain.jpg
2026-01-12,1966-03-08,"Love Me, Please Love Me",Michel Polnareff,1,Moyen,./fichiers_audio/274_Love_Me_Please_Love_Me_Michel_Polnareff.m4a,./pochettes/274_Love_Me_Please_Love_Me_Michel_Polnareff.jpg
2026-01-12,1973-07-03,La Maladie d'amour,Michel Sardou,1,Facile,./fichiers_audio/275_La_Maladie_damour_Michel_Sardou.m4a,./pochettes/275_La_Maladie_damour_Michel_Sardou.jpg
2026-01-12,1976-05-04,Je vais t'aimer,Michel Sardou,1,Facile,./fichiers_audio/276_Je_vais_taimer_Michel_Sardou.m4a,./pochettes/276_Je_vais_taimer_Michel_Sardou.jpg
2026-01-12,1981-09-18,Les Lacs du Connemara,Michel Sardou,1,Facile,./fichiers_audio/277_Les_Lacs_du_Connemara_Michel_Sardou.m4a,./pochettes/277_Les_Lacs_du_Connemara_Michel_Sardou.jpg
2026-01-12,2014-06-12,Boum Boum Boum,Mika,1,Moyen,./fichiers_audio/278_Boum_Boum_Boum_Mika.m4a,./pochettes/278_Boum_Boum_Boum_Mika.jpg
2026-01-12,2023-01-12,Flowers,Miley Cyrus,1,Facile,./fichiers_audio/279_Flowers_Miley_Cyrus.m4a,./pochettes/279_Flowers_Miley_Cyrus.jpg
2026-01-12,2009-04-06,L'Assasymphonie,Mozart l'Opéra Rock,1,Moyen,./fichiers_audio/280_LAssasymphonie_Mozart_lOpéra_Rock.m4a,./pochettes/280_LAssasymphonie_Mozart_lOpéra_Rock.jpg
2026-01-12,1991-03-18,Désenchantée,Mylène Farmer,1,Facile,./fichiers_audio/281_Désenchantée_Mylène_Farmer.m4a,./pochettes/281_Désenchantée_Mylène_Farmer.jpg
