Date_Ajout,Date_Sortie,Titre,Artiste,Genre,Difficulté,preview_url,artwork_url
2026-01-12,2025-03-07,Beautiful People,David Guetta ft. Sia,4,Moyen,./fichiers_audio/455_Beautiful_People_David_Guetta_ft_Sia.m4a,./pochettes/455_Beautiful_People_David_Guetta_ft_Sia.jpg
2026-01-12,2025-09-29,Melodrama,Disiz & Theodora,3,Facile,./fichiers_audio/456_Melodrama_Disiz__Theodora.m4a,./pochettes/456_Melodrama_Disiz__Theodora.jpg
2026-01-12,2026-01-09,I Just Might,Bruno Mars,1,Facile,./fichiers_audio/457_I_Just_Might_Bruno_Mars.m4a,./pochettes/457_I_Just_Might_Bruno_Mars.jpg
2026-05-03,1965-05-23,Tainted Love,Gloria Jones,3,Difficile,./fichiers_audio/458_Tainted_Love_Gloria_Jones.m4a,./pochettes/458_Tainted_Love_Gloria_Jones.jpg
2026-05-03,2025-10-03,The Fate of Ophelia,Taylor Swift,1,Facile,./fichiers_audio/459_The_Fate_of_Ophelia_Taylor_Swift.m4a,./pochettes/459_The_Fate_of_Ophelia_Taylor_Swift.jpg
2026-05-03,2024-09-05,The Emptiness Machine,Linkin Park,2,Moyen,./fichiers_audio/460_The_Emptiness_Machine_Linkin_Park.m4a,./pochettes/460_The_Emptiness_Machine_Linkin_Park.jpg
2026-05-03,2025-10-10,Sentimental,Gims,3,Facile,./fichiers_audio/461_Sentimental_Gims.m4a,./pochettes/461_Sentimental_Gims.jpg
2026-05-03,2024-09-13,Ciel,Gims,3,Facile,./fichiers_audio/462_Ciel_Gims.m4a,./pochettes/462_Ciel_Gims.jpg
2026-05-03,2025-05-15,The First Time,Damiano David,2,Facile,./fichiers_audio/463_The_First_Time_Damiano_David.m4a,./pochettes/463_The_First_Time_Damiano_David.jpg
2026-05-03,2025-09-19,Where Is My Husband!,Raye,5,Facile,./fichiers_audio/464_Where_Is_My_Husband_Raye.m4a,./pochettes/464_Where_Is_My_Husband_Raye.jpg
2026-05-03,1996-11-11,Breathe,The Prodigy,4,Difficile,./fichiers_audio/465_Breathe_The_Prodigy.m4a,./pochettes/465_Breathe_The_Prodigy.jpg
2026-05-03,2020-03-27,Levitating,Dua Lipa,1,Facile,./fichiers_audio/466_Levitating_Dua_Lipa.m4a,./pochettes/466_Levitating_Dua_Lipa.jpg
2026-05-03,2009-04-21,When Love Takes Over,David Guetta ft. Kelly Rowland,4,Facile,./fichiers_audio/467_When_Love_Takes_Over_David_Guetta_ft_Kelly_Rowland.m4a,./pochettes/467_When_Love_Takes_Over_David_Guetta_ft_Kelly_Rowland.jpg
2026-05-03,2009-08-24,Sexy Bitch,David Guetta ft. Akon,4,Moyen,./fichiers_audio/468_Sexy_Bitch_David_Guetta_ft_Akon.m4a,./pochettes/468_Sexy_Bitch_David_Guetta_ft_Akon.jpg
2026-05-03,2011-08-22,Feel So Close,Calvin Harris,4,Facile,./fichiers_audio/469_Feel_So_Close_Calvin_Harris.m4a,./pochettes/469_Feel_So_Close_Calvin_Harris.jpg
2026-05-03,2014-03-14,Summer,Calvin Harris,4,Facile,./fichiers_audio/470_Summer_Calvin_Harris.m4a,./pochettes/470_Summer_Calvin_Harris.jpg
2026-05-03,2015-07-17,How Deep Is Your Love,Calvin Harris,4,Facile,./fichiers_audio/471_How_Deep_Is_Your_Love_Calvin_Harris.m4a,./pochettes/471_How_Deep_Is_Your_Love_Calvin_Harris.jpg
2026-05-03,2017-07-15,Feels,Calvin Harris ft. Pharrell Williams,4,Facile,./fichiers_audio/472_Feels_Calvin_Harris_ft_Pharrell_Williams.m4a,./pochettes/472_Feels_Calvin_Harris_ft_Pharrell_Williams.jpg
2026-05-03,2016-04-29,This Is What You Came For,Calvin Harris ft. Rihanna,4,Facile,./fichiers_audio/473_This_Is_What_You_Came_For_Calvin_Harris_ft_Rihanna.m4a,./pochettes/473_This_Is_What_You_Came_For_Calvin_Harris_ft_Rihanna.jpg
2026-05-03,2023-10-26,On My Love,David Guetta & Zara Larsson,1,Facile,./fichiers_audio/474_On_My_Love_David_Guetta__Zara_Larsson.m4a,./pochettes/474_On_My_Love_David_Guetta__Zara_Larsson.jpg
2026-05-03,2016-12-21,Let Me Love You,DJ Snake ft. Justin Bieber,4,Facile,./fichiers_audio/475_Let_Me_Love_You_DJ_Snake_ft_Justin_Bieber.m4a,./pochettes/475_Let_Me_Love_You_DJ_Snake_ft_Justin_Bieber.jpg
2026-05-03,2015-05-29,Light It Up,Major Lazer ft. Nyla,4,Facile,./fichiers_audio/476_Light_It_Up_Major_Lazer_ft_Nyla.m4a,./pochettes/476_Light_It_Up_Major_Lazer_ft_Nyla.jpg
2026-05-03,2019-09-11,Que Calor!,Major Lazer & J Balvin,4,Facile,./fichiers_audio/477_Que_Calor_Major_Lazer__J_Balvin.m4a,./pochettes/477_Que_Calor_Major_Lazer__J_Balvin.jpg
2026-05-03,2012-02-14,Demons,Imagine Dragons,2,Facile,./fichiers_audio/478_Demons_Imagine_Dragons.m4a,./pochettes/478_Demons_Imagine_Dragons.jpg
2026-05-03,2018-11-09,Bad Liar,Imagine Dragons,2,Facile,./fichiers_audio/479_Bad_Liar_Imagine_Dragons.m4a,./pochettes/479_Bad_Liar_Imagine_Dragons.jpg
2026-05-03,2022-06-24,Sharks,Imagine Dragons,2,Facile,./fichiers_audio/480_Sharks_Imagine_Dragons.m4a,./pochettes/480_Sharks_Imagine_Dragons.jpg
2026-05-03,2022-03-11,Bones,Imagine Dragons,2,Facile,./fichiers_audio/481_Bones_Imagine_Dragons.m4a,./pochettes/481_Bones_Imagine_Dragons.jpg
2026-05-03,2014-06-20,Thinking Out Loud,Ed Sheeran,1,Facile,./fichiers_audio/482_Thinking_Out_Loud_Ed_Sheeran.m4a,./pochettes/482_Thinking_Out_Loud_Ed_Sheeran.jpg
